# Rg Avg-P(Rg) Err
14.92 0.12139362192263434 0.0954157415983904
14.944 0.1232783142629009 0.09572362597529648
14.968 0.12536671606336605 0.09580806129096803
14.992 0.12765605437365848 0.09565955561258119
15.016 0.13014687844708744 0.09527488155449028
15.040000000000001 0.13284409341446818 0.09465750599857255
15.064 0.13575594291910753 0.09381862669008986
15.088000000000001 0.13889074018915512 0.09277873080631432
15.112 0.14225205694192786 0.09156922509354325
15.136000000000001 0.1458338686935628 0.09023347212253321
15.16 0.14961743410857004 0.08882667447389878
15.184000000000001 0.15357124842887954 0.08741450250363135
15.208 0.1576543581083899 0.08607095196113658
15.232000000000001 0.16182204967279715 0.08487625226841804
15.256 0.16603196013841431 0.08391537636997586
15.280000000000001 0.17024843126291353 0.08327682019145988
15.304 0.17444357664651294 0.08305029530457915
15.328000000000001 0.17859480236656725 0.0833215832168286
15.352 0.18267988896827164 0.08416363902278852
15.376 0.1866716293900609 0.08562502198225252
15.4 0.19053407250306306 0.08771886989679081
15.424 0.19422168746629062 0.09041645947300984
15.448 0.197681644252467 0.09364809328436191
15.472 0.2008584414068312 0.0973113197205409
15.496 0.2036996829414945 0.1012840489917597
15.52 0.2061619353387345 0.10543924867867116
15.544 0.208215978844418 0.10965850402215997
15.568 0.20985100947953658 0.11384282642253332
15.592 0.21107725227122884 0.11791983256842839
15.616 0.21192616042877913 0.12184663901064868
15.64 0.21244729557292516 0.12560793141917398
15.664 0.212701468998934 0.12920916707749164
15.688 0.21275080608347569 0.13266590658905075
15.712 0.2126476850938646 0.13599151984734245
15.736 0.21242535536871424 0.13918634323798088
15.76 0.21209291548808906 0.1422312208786768
15.784 0.21163611899718754 0.14508710813073675
15.808 0.2110236083254055 0.14770047471107736
15.832 0.21021645065583477 0.15001242289397734
15.856 0.2091780165971821 0.15196851369349104
15.88 0.20788162039822328 0.1535266111090121
15.904 0.20631463934476243 0.15466133070201193
15.928 0.20447931823933496 0.15536517665062502
15.952 0.2023913835952007 0.15564739976818126
15.976 0.20007758312582266 0.15553163782933516
16.0 0.19757255924872516 0.15505273063808112
16.024 0.19491471145841913 0.15425238092118435
16.048000000000002 0.19214055152194995 0.15317320417372612
16.072000000000003 0.18927773878799084 0.15185140414874995
16.096 0.18633815472595056 0.15030947886355664
16.12 0.1833133084559337 0.1485512794202636
16.144 0.18017437530038505 0.14656173343952467
16.168 0.17687802223848062 0.14431237814928036
16.192 0.1733772301934276 0.1417718936461778
16.216 0.1696343751142685 0.1389188779187101
16.240000000000002 0.1656327181073421 0.135752999906288
16.264000000000003 0.16138268229350422 0.13230090435599295
16.288 0.15692081587700563 0.1286147745736309
16.312 0.152301604166433 0.12476373087521646
16.336 0.14758448183066442 0.12082043545925297
16.36 0.14281976213369235 0.1168466395561453
16.384 0.1380373412227597 0.11288154712976997
16.408 0.13324102095440465 0.10893585360500606
16.432000000000002 0.1284095852784847 0.10499261314747804
16.456 0.1235039893412377 0.1010143184619269
16.48 0.11847869769679739 0.09695425678047895
16.503999999999998 0.11329457282940136 0.09276956304961657
16.528 0.10793070606664938 0.08843336449479779
16.552 0.1023929821750205 0.08394378811576031
16.576 0.09671778477041496 0.07932820069658124
16.6 0.09097001710038416 0.07464180976435246
16.624000000000002 0.0852355544622497 0.06996069639779667
16.648 0.0796093377812355 0.06537045009566937
16.672 0.07418138059975457 0.060952644570777356
16.695999999999998 0.06902365852375494 0.05677209271436462
16.72 0.0641808358698244 0.052867806009026304
16.744 0.05966690648170977 0.04924971340563342
16.768 0.05546826185646457 0.045901651431306076
16.792 0.051551935672562756 0.04278940424389452
16.816000000000003 0.047876419411542276 0.03987124480768771
16.84 0.04440197241362513 0.03710796376296762
16.864 0.04109789148963015 0.034469897804676485
16.887999999999998 0.03794549578811303 0.03193973206086451
16.912 0.034937089608300616 0.02951133446752416
16.936 0.032072326328941726 0.02718602972962958
16.96 0.029353849749553414 0.024968174063055956
16.984 0.02678379926599219 0.02286160825333996
17.008 0.02436199180385731 0.020867799789017243
17.032 0.0220857385884519 0.018985634124086728
17.056 0.019950672384073158 0.01721223326170162
17.080000000000002 0.017951814806190614 0.01554403154806618
17.104 0.016084342419600623 0.0139775642918797
17.128 0.014343899227757709 0.012509811058704186
17.152 0.01272661327188121 0.011138244709167536
17.176000000000002 0.01122906578079322 0.009860828814554289
17.2 0.009848343625259711 0.008676090242114706
17.224 0.00858210925018839 0.007583199125444011
17.248 0.007428502121252481 0.006581869922508323
17.272000000000002 0.006385727702290349 0.0056719403599907285
17.296 0.005451365854339481 0.004852661667525514
17.32 0.00462162573409553 0.0041219291864048125
17.344 0.0038908641365942138 0.003475772630647114
17.368000000000002 0.003251609514162879 0.002908350737100966
17.392 0.002695131067930646 0.002412492223637344
17.416 0.0022123661111627846 0.0019805986107632088
17.44 0.0017948798838380003 0.0016055850063833152
17.464 0.0014355384563681129 0.00128154065651176
17.488 0.0011287106901986322 0.0010039254343832999
17.512 0.0008700065969132799 0.0007693089209786358
17.536 0.0006557206538639844 0.0005748193695433332
17.56 0.000482221074850349 0.00041754209759620057
17.584 0.0003454985609575393 0.00029407947674825024
17.608 0.0002409915069953169 0.00020038837978015632
17.632 0.00016368958113602115 0.00013189614033143904
17.656 0.00010842933099439701 8.380797986731972e-05
17.68 7.025769985650883e-05 5.148097067616321e-05
17.704 4.475098013718685e-05 3.0750343302485054e-05
17.728 2.821948284234997e-05 1.813401098632135e-05
17.752 1.777857929256414e-05 1.0888259541254231e-05
17.776 1.1306370774452165e-05 6.940846772981709e-06
17.8 7.32864279551582e-06 4.8029883705633925e-06
17.824 4.873927623807372e-06 3.538523399937867e-06
17.848 3.3318857807473053e-06 2.6790234395506384e-06
17.872 2.3343588724829256e-06 2.03556112412078e-06
17.896 1.6659640334496677e-06 1.5367662950661284e-06
17.92 1.202687189786366e-06 1.149580461743869e-06
17.944 8.728316500347719e-07 8.51987885674882e-07
17.968 6.33787124471701e-07 6.259471976783849e-07
17.992 4.589705372062284e-07 4.56134089766989e-07
18.016000000000002 3.307989307030813e-07 3.298071830120285e-07
18.04 2.3700020111706652e-07 2.366628561837134e-07
18.064 1.686679047256011e-07 1.685551898095043e-07
18.088 1.1919075619214782e-07 1.1915326371993005e-07
18.112000000000002 8.361435384716512e-08 8.360172945110694e-08
18.136 5.822222057153263e-08 5.8217843475430486e-08
18.16 4.023726986199732e-08 4.0235688199837377e-08
18.184 2.759769487355662e-08 2.7597097830223856e-08
18.208000000000002 1.8784516225429696e-08 1.8784282578737248e-08
18.232 1.2687955289994273e-08 1.2687861725703913e-08
18.256 8.504156185672178e-09 8.50411834800738e-09
18.28 5.655927081694088e-09 5.655911788593347e-09
18.304000000000002 3.732463585611992e-09 3.732457451023369e-09
18.328 2.443958403997513e-09 2.4439559721190688e-09
18.352 1.587766605704086e-09 1.5877656552913865e-09
18.376 1.0234417876922067e-09 1.0234414219888992e-09
18.400000000000002 6.545050853645476e-10 6.545049469128633e-10
18.424 4.15266381548761e-10 4.15266329993421e-10
18.448 2.6139393497744875e-10 2.613939160982334e-10
18.472 1.6323411719207016e-10 1.6323411039385033e-10
18.496 1.0112657940044961e-10 1.0112657699336496e-10
18.52 6.215147221849049e-11 6.215147138045084e-11
18.544 3.7893304323006435e-11 3.789330403611954e-11
18.568 2.291881485019516e-11 2.2918814753628472e-11
18.592 1.3751007649259096e-11 1.3751007617298663e-11
18.616 8.184346715759109e-12 8.184346705358343e-12
18.64 4.832094578033511e-12 4.8320945747055036e-12
18.664 2.829983130094221e-12 2.8299831290471688e-12
18.688 1.6440865618850162e-12 1.6440865615611128e-12
18.712 9.474441071122146e-13 9.474441070136939e-13
18.736 5.415848839855564e-13 5.415848839560917e-13
18.76 3.0708574284045784e-13 3.0708574283179345e-13
18.784 1.7271471746391247e-13 1.7271471746140732e-13
18.808 9.63545457201813e-14 9.635454571946912e-14
18.832 5.331937217277273e-14 5.3319372172573666e-14
18.856 2.9266094499248876e-14 2.9266094499194167e-14
18.88 1.5933404220443482e-14 1.5933404220428696e-14
18.904 8.604264039874017e-15 8.604264039870092e-15
18.928 4.60869188195941e-15 4.608691881958382e-15
18.952 2.4484880203323097e-15 2.448488020332046e-15
18.976 1.2902455234820015e-15 1.2902455234819346e-15
19.0 6.743706019088194e-16 6.743706019088028e-16
19.024 3.4960265773830434e-16 3.4960265773830025e-16
19.048000000000002 1.7976233066803664e-16 1.7976233066803568e-16
19.072 9.167874601026034e-17 9.167874601026013e-17
19.096 4.6374888874529345e-17 4.6374888874529296e-17
19.12 2.3266961142433644e-17 2.326696114243363e-17
19.144000000000002 1.1578103194027461e-17 1.1578103194027456e-17
19.168 5.714452380282748e-18 5.714452380282747e-18
19.192 2.7973694325546884e-18 2.7973694325546884e-18
19.216 1.3581935394272666e-18 1.3581935394272664e-18
19.240000000000002 6.540467808803438e-19 6.540467808803438e-19
19.264 3.1238489871158305e-19 3.12384898711583e-19
19.288 1.4798037504122104e-19 1.47980375041221e-19
19.312 6.952643357684189e-20 6.952643357684187e-20
19.336000000000002 3.239861396840795e-20 3.2398613968407957e-20
19.36 1.497381705948904e-20 1.4973817059489038e-20
19.384 6.863841345708198e-21 6.863841345708197e-21
19.408 3.120539072638815e-21 3.120539072638815e-21
19.432000000000002 1.4070799748989456e-21 1.4070799748989455e-21
19.456 6.29265385548854e-22 6.29265385548854e-22
19.48 2.7910908786044167e-22 2.7910908786044176e-22
19.504 1.2278304304347976e-22 1.2278304304347973e-22
19.528 5.357057757537052e-23 5.357057757537052e-23
19.552 2.3181261060626024e-23 2.3181261060626022e-23
19.576 9.948781266604819e-24 9.948781266604818e-24
19.6 4.2347144841726225e-24 4.2347144841726225e-24
19.624 1.7877186552314586e-24 1.787718655231459e-24
19.648 7.485044403338919e-25 7.485044403338919e-25
19.672 3.1082015390772515e-25 3.1082015390772515e-25
19.696 1.280097284415645e-25 1.2800972844156451e-25
19.72 5.228718398938706e-26 5.228718398938707e-26
19.744 2.1181927579071332e-26 2.1181927579071332e-26
19.768 8.510462314935511e-27 8.510462314935509e-27
19.792 3.3912342785587585e-27 3.3912342785587585e-27
19.816 1.3402287725197015e-27 1.3402287725197015e-27
19.84 5.253105700109564e-28 5.253105700109564e-28
19.864 2.0420622278513096e-28 2.042062227851309e-28
19.888 7.872941489976032e-29 7.872941489976031e-29
19.912 3.0103701472344764e-29 3.010370147234476e-29
19.936 1.1416085572724587e-29 1.1416085572724583e-29
19.96 4.293669460191697e-30 4.293669460191697e-30
19.984 1.6015987584277523e-30 1.6015987584277527e-30
20.008 5.925052761675305e-31 5.925052761675306e-31
20.032 2.1739210942546935e-31 2.173921094254694e-31
20.056 7.910575363255995e-32 7.910575363255995e-32
20.080000000000002 2.8548599346168446e-32 2.854859934616844e-32
20.104 1.0218183188869202e-32 1.0218183188869202e-32
20.128 3.627224419013558e-33 3.627224419013557e-33
20.152 1.2769878371975063e-33 1.2769878371975062e-33
20.176000000000002 4.458722312030221e-34 4.458722312030221e-34
20.2 1.5439924352718243e-34 1.5439924352718243e-34
20.224 5.302622933369465e-35 5.302622933369465e-35
20.248 1.8061213383082784e-35 1.806121338308278e-35
20.272000000000002 6.101174907277756e-36 6.101174907277757e-36
20.296 2.0440437312078195e-36 2.04404373120782e-36
20.32 6.791674067259838e-37 6.791674067259838e-37
20.344 2.238067758840857e-37 2.2380677588408565e-37
20.368000000000002 7.314407836100646e-38 7.314407836100645e-38
20.392 2.37079755189482e-38 2.37079755189482e-38
20.416 7.621122503040539e-39 7.621122503040538e-39
20.44 2.4296986549347827e-39 2.4296986549347827e-39
20.464 7.682361015176915e-40 7.682361015176913e-40
20.488 2.409049227007307e-40 2.4090492270073074e-40
20.512 7.492127203613067e-41 7.492127203613066e-41
20.536 2.310856419328618e-41 2.310856419328618e-41
20.56 7.068853585624318e-42 7.068853585624317e-42
20.584 2.144534670876942e-42 2.144534670876942e-42
20.608 6.452456433044017e-43 6.452456433044018e-43
20.632 1.925417345898112e-43 1.9254173458981115e-43
20.656 5.698129834301954e-44 5.698129834301953e-44
20.68 1.6724276468959391e-44 1.6724276468959391e-44
20.704 4.8682150296664547e-45 4.868215029666456e-45
20.728 1.405398443406393e-45 1.405398443406393e-45
20.752 4.023799868865992e-46 4.023799868865992e-46
20.776 1.1425635267750647e-46 1.1425635267750647e-46
20.8 3.2175945363672716e-47 3.217594536367271e-47
20.824 8.986470426547069e-48 8.986470426547066e-48
20.848 2.4891654214347627e-48 2.4891654214347627e-48
20.872 6.837936300546141e-49 6.8379363005461384e-49
20.896 1.8629574357388968e-49 1.8629574357388968e-49
20.92 5.033699848986669e-50 5.033699848986669e-50
20.944 1.348894908340977e-50 1.348894908340977e-50
20.968 3.584885166198223e-51 3.584885166198223e-51
20.992 9.448843056863087e-52 9.448843056863087e-52
21.016000000000002 2.46995021125738e-52 2.46995021125738e-52
21.04 6.403300217501237e-53 6.4033002175012355e-53
21.064 1.6463628542496044e-53 1.6463628542496042e-53
21.088 4.1981041940082854e-54 4.1981041940082854e-54
21.112000000000002 1.061663190213169e-54 1.0616631902131689e-54
21.136 2.662723880527636e-55 2.6627238805276356e-55
21.16 6.623251863065462e-56 6.623251863065462e-56
21.184 1.6338873484800731e-56 1.6338873484800731e-56
21.208000000000002 3.997409065714613e-57 3.9974090657146127e-57
21.232 9.699306034563803e-58 9.6993060345638e-58
21.256 2.33403983020174e-58 2.33403983020174e-58
21.28 5.570335340976983e-59 5.570335340976983e-59
21.304000000000002 1.3184384042180738e-59 1.3184384042180736e-59
21.328 3.094879359728728e-60 3.094879359728728e-60
21.352 7.20498252408845e-61 7.204982524088451e-61
21.376 1.6635176744232822e-61 1.6635176744232825e-61
21.400000000000002 3.8091418212647934e-62 3.8091418212647943e-62
21.424 8.650317679907988e-63 8.650317679907987e-63
21.448 1.9482384970131915e-63 1.9482384970131915e-63
21.472 4.351683410360529e-64 4.3516834103605296e-64
21.496 9.64001106963911e-65 9.640011069639108e-65
21.52 2.1178870888066483e-65 2.117887088806648e-65
21.544 4.614589418363497e-66 4.6145894183634974e-66
21.568 9.971678914818911e-67 9.971678914818911e-67
21.592 2.1370192198374218e-67 2.1370192198374215e-67
21.616 4.5420661914000025e-68 4.542066191400001e-68
21.64 9.57421874374039e-69 9.57421874374039e-69
21.664 2.0015113486804728e-69 2.0015113486804725e-69
21.688 4.1497082308723284e-70 4.149708230872328e-70
21.712 8.532608747433035e-71 8.532608747433033e-71
21.736 1.7400063686374134e-71 1.7400063686374136e-71
21.76 3.519042825388359e-72 3.5190428253883587e-72
21.784 7.058346069554983e-73 7.058346069554983e-73
21.808 1.404061075351003e-73 1.4040610753510028e-73
21.832 2.769961176461171e-74 2.7699611764611714e-74
21.856 5.419584238971041e-75 5.41958423897104e-75
21.88 1.0516297009100938e-75 1.0516297009100937e-75
21.904 2.0237845491549362e-76 2.023784549154936e-76
21.928 3.862515605186033e-77 3.862515605186032e-77
21.952 7.311066521963604e-78 7.311066521963604e-78
21.976 1.372447437390671e-78 1.3724474373906713e-78
22.0 2.5551428349047532e-79 2.5551428349047527e-79
22.024 4.717795395599812e-80 4.717795395599811e-80
22.048000000000002 8.639079304254884e-81 8.639079304254884e-81
22.072 1.5689179802479862e-81 1.5689179802479857e-81
22.096 2.8257739885499797e-82 2.82577398854998e-82
22.12 5.0475309734943546e-83 5.047530973494355e-83
22.144000000000002 8.941799599194186e-84 8.941799599194186e-84
22.168 1.57099653279479e-84 1.5709965327947901e-84
22.192 2.7373470350944696e-85 2.7373470350944696e-85
22.216 4.730301442728215e-86 4.730301442728215e-86
22.240000000000002 8.10684902131414e-87 8.10684902131414e-87
22.264 1.3779061818982024e-87 1.3779061818982022e-87
22.288 2.3226913086066325e-88 2.3226913086066325e-88
22.312 3.8830019685081896e-89 3.883001968508189e-89
22.336000000000002 6.437955695505985e-90 6.437955695505985e-90
22.36 1.0586017350112422e-90 1.0586017350112422e-90
22.384 1.7263205975076138e-91 1.7263205975076133e-91
22.408 2.791994284295526e-92 2.7919942842955266e-92
22.432000000000002 4.478285816990656e-93 4.478285816990656e-93
22.456 7.123825801437269e-94 7.12382580143727e-94
22.48 1.1238774665717422e-94 1.1238774665717425e-94
22.504 1.758445108941849e-95 1.758445108941849e-95
22.528 2.728618618564928e-96 2.728618618564928e-96
22.552 4.1991464440389524e-97 4.199146444038953e-97
22.576 6.408897928222092e-98 6.408897928222092e-98
22.6 9.700850940813048e-99 9.700850940813046e-99
22.624 1.456265102023177e-99 1.456265102023177e-99
22.648 2.1680793790095895e-100 2.1680793790095895e-100
22.672 3.2012090302235873e-101 3.201209030223586e-101
22.696 4.687669645377176e-102 4.687669645377176e-102
22.72 6.807757313807247e-103 6.807757313807246e-103
22.744 9.805172269615072e-104 9.80517226961507e-104
22.768 1.4005882535136086e-104 1.4005882535136086e-104
22.792 1.9841285795126688e-105 1.9841285795126688e-105
22.816 2.787617748676821e-106 2.7876177486768215e-106
22.84 3.884192076970439e-107 3.8841920769704387e-107
22.864 5.367502281963474e-108 5.3675022819634734e-108
22.888 7.356103551807913e-109 7.356103551807914e-109
22.912 9.998330340426536e-110 9.998330340426537e-110
22.936 1.3477556909289475e-110 1.3477556909289475e-110
22.96 1.8017681562082583e-111 1.8017681562082583e-111
22.984 2.3888598686301575e-112 2.3888598686301575e-112
23.008 3.141134059305026e-113 3.141134059305026e-113
23.032 4.0962484869891626e-114 4.0962484869891626e-114
23.056 5.2977338492335e-115 5.297733849233498e-115
23.080000000000002 6.795133505801664e-116 6.795133505801665e-116
23.104 8.643902560883057e-117 8.643902560883056e-117
23.128 1.0905001713670225e-117 1.0905001713670223e-117
23.152 1.3644122700478398e-118 1.3644122700478398e-118
23.176000000000002 1.6930488655292558e-119 1.6930488655292556e-119
23.2 2.083518517041171e-120 2.0835185170411704e-120
23.224 2.5428996788237924e-121 2.542899678823792e-121
23.248 3.07797491887441e-122 3.0779749188744096e-122
23.272000000000002 3.694918896350698e-123 3.694918896350697e-123
23.296 4.3989469424714844e-124 4.398946942471484e-124
23.32 5.193935050988647e-125 5.193935050988648e-125
23.344 6.082026094914048e-126 6.082026094914048e-126
23.368000000000002 7.063240832056304e-127 7.063240832056304e-127
23.392 8.135115390159214e-128 8.135115390159213e-128
23.416 9.292389068435485e-129 9.292389068435482e-129
23.44 1.0526767113323712e-129 1.0526767113323712e-129
23.464000000000002 1.1826782338197055e-130 1.1826782338197055e-130
23.488 1.3177776872013208e-131 1.3177776872013208e-131
23.512 1.4562020881554324e-132 1.456202088155432e-132
23.536 1.5958978911000888e-133 1.5958978911000886e-133
23.56 1.734572678157903e-134 1.7345726781579027e-134
23.584 1.8697513214869794e-135 1.869751321486979e-135
23.608 1.998845104929212e-136 1.9988451049292118e-136
23.632 2.1192313775538277e-137 2.1192313775538275e-137
23.656 2.2283404840374357e-138 2.228340484037436e-138
23.68 2.323746046285421e-139 2.323746046285421e-139
23.704 2.4032542199157796e-140 2.4032542199157796e-140
23.728 2.4649873664014995e-141 2.4649873664014993e-141
23.752 2.5074576956617155e-142 2.5074576956617155e-142
23.776 2.529626849821392e-143 2.5296268498213914e-143
23.8 2.530948097306595e-144 2.5309480973065947e-144
23.824 2.5113887434953438e-145 2.5113887434953438e-145
23.848 2.471431475397923e-146 2.4714314753979225e-146
23.872 2.4120545631423185e-147 2.412054563142318e-147
23.896 2.334692052078476e-148 2.3346920520784757e-148
23.92 2.2411762070490858e-149 2.2411762070490853e-149
23.944 2.1336654334140967e-150 2.133665433414097e-150
23.968 2.0145616308434267e-151 2.0145616308434264e-151
23.992 1.886421389128224e-152 1.8864213891282234e-152
24.016000000000002 1.7518655875328363e-153 1.751865587532836e-153
24.04 1.6134918127911105e-154 1.6134918127911105e-154
24.064 1.4737935915401031e-155 1.4737935915401046e-155
24.088 1.335089787003806e-156 1.335089787003676e-156
24.112000000000002 1.1994666981016606e-157 1.1994666981145602e-157
24.136 1.0687344917581663e-158 1.0687344901845682e-158
24.16 9.443986678270926e-160 9.443988988426456e-160
24.184 8.27646368252415e-161 8.27690415870253e-161
24.208000000000002 7.193465557118874e-162 7.236778182255701e-162
24.232 6.200624461841727e-163 0.0
24.256 5.300741127446275e-164 0.0
24.28 4.494088960248947e-165 0.0
24.304000000000002 3.778771560763797e-166 0.0
24.328 3.151109635837544e-167 0.0
24.352 2.6060352805517434e-168 0.0
24.376 2.1374746306240627e-169 0.0
24.400000000000002 1.73870357395713e-170 0.0
24.424 1.4026652057246084e-171 0.0
24.448 1.1222416943934202e-172 0.0
24.472 8.90476932317756e-174 0.0
24.496000000000002 7.007495773562101e-175 0.0
24.52 5.468987263058482e-176 0.0
24.544 4.233064395962938e-177 0.0
24.568 3.249426619585862e-178 0.0
24.592 2.473788050122887e-179 0.0
24.616 1.8677645780065752e-180 0.0
24.64 1.3985747264569546e-181 0.0
24.664 1.038611459350243e-182 0.0
24.688 7.649348307649545e-184 0.0
24.712 5.587269955970645e-185 0.0
24.736 4.0474245870029135e-186 0.0
24.76 2.907781484843137e-187 0.0
24.784 2.0718039597465194e-188 0.0
24.808 1.4639944855470885e-189 0.0
24.832 1.0259687024936632e-190 0.0
24.856 7.13070834863781e-192 0.0
24.88 4.915131301195038e-193 0.0
24.904 3.3600169059300696e-194 0.0
24.928 2.277989349985491e-195 0.0
24.952 1.5316721082959377e-196 0.0
24.976 1.0213716662841836e-197 0.0
25.0 6.754694243913755e-199 0.0
